id,string
607,dɐʲbetɪʃ o͡ɪ̯cʰe dɐʲbetɪʃɪɾ oʃud̪ʱ t̪o ɐmɐge ehent̪e ʃɔɾkɐɾet̪t̪e d̪ɛe̯।
608,t̪obu ɐllɐe̯ kɔe̯ mɐne eʃɐ͡o̯ ɟod̪ɪ pʰo͡ɪ̯ɾɐ pʰu͡ɪ̯t̪o t̪o ɐllɐe̯ kʰuʃɪ ɔ͡ɪ̯lo ɛ͡ɪ̯le।
609,"oʲest ɪndɪɟ, ɔstɾolɪʲɐ, ʃɐ͡u̯t̪ʰo ɐpʰɾɪkɐ, ʃɔb d̪eʃeɾ pleʲɐɾɪ ɟɔmɐe̯।"
610,"ɐɾe <> ũcɐ lɔmbɐ ɐcʰe, hɐlkɐ ektu e͡o̯ ɐcʰe, ɐmɪ d̪ehɐ͡ɪ̯ cʰobɪ t̪umɐɾe।"
611,ɐge kɪnt̪u e͡ɪ̯ ɟe e͡ɪ̯t̪ɐ ɾɐst̪ɐ mɐst̪ɐ ɔt̪o ʃund̪ɔɾ ɐcʰɪn nɐ bu͡ɪ̯zzu͡ɪ̯n?।
612,"t̪ɐ͡o̯ mɐʃud̪ d̪ulobʱɐ͡ɪ̯ monɐe̯ ɐponeɾ bɐbɐɾ ʃɐt̪ʰe kɔt̪ʰɐ bolbe , ʃetɐ bolcʰɪlo।"
613,ɐmɪ nɐt̪ɪput̪ɪ nɪʲɐ ɐmɪ ɐnond̪e ucʰɐ͡ɪ̯ʲɐ ɐnond̪o ko͡ɪ̯ɾɐ ɐmɪ ʃumɐe̯ kɐtɐmu।
614,"ʃɔkɐlbelɐ ɾobɪbɐɾ d̪ɪn u͡ɪ̯tʰɐ͡ɪ̯ t̪oɾ bɐpe kɔe̯, nɔ͡o̯, t̪ɐ͡ɪ̯le bɐ͡ɪ̯t̪t̪e ɟɐ͡ɪ̯ gɐ।"
615,"t̪o, o͡ɪ̯ meʲeɾ ʃɐt̪e ɐmɪ konod̪ɪn kɔt̪ʰɐ bolɪ nɐ͡ɪ̯, bɐ o͡ɪ̯ cokʰe͡o̯ d̪ekʰɪ nɐ͡ɪ̯।"
616,"kɪnt̪u konod̪ɪn,
o͡ɪ̯ t̪o o͡ɪ̯ ʃubɔl bɐgcɪɾ pukuɾɪɾ mod̪ɪ t̪oge ɟɐgɐ cʰelo।"
617,"t̪o ɐmɾɐ t̪o not̪un, not̪un o͡ɪ̯d̪ɪk ʃɐbʱɐbɪk bɐ heneɾ ɪʲɐ-cɪʲɐ ɟɐnɪ nɐ।"
618,ɐɾ o ɛmon d̪o ɐcʰe kɐlkɐ kɪ ɟɐnɪ pɾot̪t̪ek ɾoɟɐɾ ɪd̪eɾ mɐɟe͡ɪ̯ ɪʲɐ ɔe̯।
619,kɐɟeɾ mod̪ɪ one ɛktɐ bɐɽɪ kɔɾɐ t̪ʰɐklɪ ɟɐ͡ɪ̯ʃ ɐɾ nɐ ɟɐ͡ɪ̯ʃ bɐbɐɾ bʱɪte dɐ।
620,"cɪhɐɾɐ t̪o mutɐmutɪ mɐne uco-lɔmbɐ, bodɪ pʰɪgɐɾ bʱɐlo mɐne mɛlɐ uco।"
621,e͡ɪ̯ mɔnoʃɪd̪tɐt̪e ɛkʃɔŋge bɪʃ hɐɟɐɾ muʃullɪɾɐ nɐmɐɟ ɐd̪ɐe̯ koɾt̪e pɐɾbo।
622,"t̪ɐ͡o̯ ɔe̯ nɐ͡ɪ̯ <> ehon pɾoɟukt̪ɪ beʃɪ d̪e͡ɪ̯kʰɐ d̪ɐn beʃɪ ɔe̯, d̪ʱɐn beʃɪ hɔʲ।"
623,"ʃɐɟlɪ, ʃɐɽɪ-tɐɾɪ poɽɪlɪ bʱɐlo d̪ehɐ ɟɐe̯ kɪnt̪u ot̪o bʱɐlo cɪhɐɾɐ nɐ।"
624,"bɐd̪ʃɐɾ cʰɐ͡o̯ʷɐl, bɐd̪ʃɐ kɔt̪o t̪eɟɪ lok cʰelo, lehɐ pɔɽɐ ɟɐne cɐkɾɪ ɔ͡ɪ̯ɾe।"
625,"ɔnek ʃumɔe̯ t̪ɛlɐʃemɪʲɐ hɔe̯, mɐne mɐŋʃopɪnd ɐɾettɐ hoccʰe tɪ͡u̯mɐɾ।"
626,"ɐmɪ cʰoton bʱɐ͡ɪ̯k dɪɾektɔ bolɪ ɟe, bʱɐ͡ɪ̯, t̪oɾ bʱɐɟt̪ɪ mɐne ɐmɐd̪eɾ bʱɐɟt̪ɪ।"
627,kɪnt̪u t̪ɐɾ mod̪ɪ d̪ɛho ge bɔɽo mɐmɐɾ  meʲe cʰotodɐ mɐɾɐ gɛlo nɐh?।
628,"kɔkʰono koʷɐɾtɐɾ pʰɐ͡ɪ̯nɐle bɐd̪ pɔɽe, kɔkʰono ʃemɪpʰɐ͡ɪ̯nɐle ɟɐ͡ɪ̯ʲɐ bɐd̪ pɔɽe।"
629,dɪ bʱɪlɪʲɐɾs kɪnt̪u ɛktɐ tɾopʰɪ dɪɟɐɾbʱo koɾe bʱɐ͡ɪ̯ d̪eʃeɾ ɟonno hole͡o̯।
630,ɐccʰɐ ɐccʰɐ e͡ɪ̯ ɾɐt̪ɾe kɪ t̪ɔɾɐ pʰɐgol e͡ɪ̯cʰɔʃ pɐst̪ɐ bɐnɐ͡ɪ̯be ɐbɐɾ lɔge।
631,"ɐɾe 
o͡ɪ̯ o͡ɪ̯ ɪstoɾɪɾ ɾɪplɐ͡ɪ̯ d̪ecʰe ɔccʰe, kɪ ɟɐnɪ?et̪o kɪ͡u̯t kɛn?।"
632,"t̪ɐɾpɔɾ ɛkon o͡ɪ̯ ɟe, ɛkon ɐmɪ, t̪oɾ o͡ɪ̯ɟe ɪʲɛ, kɐn tʃɐ, kɪ nɐm ɟɐnɪ?।"
633,he he͡ɪ̯d̪ɪn ko͡ɪ̯t̪ɐcʰe kɪ ɟe mɐne he kɪ nɪʲɐ ɟɐnɪ ɛktɐ kɐhɪnɪ ko͡ɪ̯t̪ɐcʰe।
634,"t̪oɾ bʱɐɟt̪ɪ ɟɐe̯ ed̪ɪk d̪ɪʲɐ, ɐmɾɐ cɪnɪ ɟe, etɐ t̪oɾ bʱɐɟt̪ɪ, et̪otuku͡ɪ̯।"
635,"ɛktɐ bʱɐlo bɐɽɪ nɪle pɐɾe ɐmɾɐ, t̪omgoɾe nɪʲɐ ɟɐ͡ɪ̯t̪e pɐɾmu nɐ ɐmɪ?।"
636,"hɐnɪpʰ ɐmɐɾ nɪɟeɾ bʱɐ͡ɪ̯gnɐ nɐ, kɪnt̪u ʃe etɐ ʃohɟo ko͡ɪ̯ɾbɐɾ pɐe̯ nɐ͡ɪ̯।"
637,"t̪oɾ ʃɐt̪e enɐ gɔlpo-guɟɔb koɾɪm, mobɐ͡ɪ̯lot̪o ɾekɔɾd koɾɪm, ʃɔmoʃʃɐ ho͡ɪ̯be?।"
638,"ɐmɐɾe͡ɪ̯ bʱu͡ɪ̯le gecʰe, ɐmɐɾe ʃɔbɐ͡ɪ̯ bʱu͡ɪ̯le gecʰe, ɐmɪ kɐ͡u̯ɾe bʱule ɟɐ͡ɪ̯nɪ।"
639,t̪oɾ bɐpe͡o̯ cɐe̯ nɐ ɟe ɐmɐɾ d̪u͡ɪ̯dɐ cʰele mod̪d̪e ɛktɐ cʰele bɐ͡ɪ̯ɾe ɟɐ͡ɪ̯k।
640,ɾoʃɪd̪ kʰɐneɾ ɛk ɔbʱɐɾe t̪ɪn cʰɔkkɐ d̪ɪʲɐ bɪʃ d̪ɔɾɐe̯ d̪ɪcʰe ɪʲɐe̯ sɛmʃone।
641,"bɐlo koʷɐlɪtɪɾ e͡o̯ lɐgbo, bɛkgɾɐ͡u̯nd mɪ͡u̯ɟɪk d̪ɪt̪e ɔ͡ɪ̯bo, t̪ɐ͡ɪ̯le।"
642,"o͡ɪ̯ t̪o uɾɐ d̪ɔpʰɐd̪ɐɾ <>
ʃubɔl bɐgcɪɾ 
hɐ hɐ hɐ
ʃubɔl bɐgcɪɾ bon cʰɪlo।"
643,o͡ɪ̯ɟe kɔɾmopʰɔl d̪ebʃeɾ mɐlɪk ɐllɐh ɟɐɾ kɔɾmo ɟɛmon t̪ɐk pʰɔl t̪ɛmon d̪ebe।
644,"oɾe ʃe bɪɾenɪ ehono ɾo͡ɪ̯cʰe t̪ɐ bɐ͡ɪ̯ɾo͡o̯ nɐ kɛn o, bɐ͡ɪ̯ɾoe̯ ʃɛʃ koɾo।"
645,"t̪ɔkʰon ɐmɐk cʰoton dɐk d̪ɪʲe bolt̪ecʰe, ""bʱɐ͡ɪ̯ʲɐ, o͡ɪ̯te mɪstek hɔʲɐ ge͡ɪ̯cʰe।""।"
646,"e͡ɪ̯ d̪ɔʃ pʰonoɾod̪ɪn 
ɐɾ ɐmɪ cʰɔe̯ ʃɐt̪ mɐʃ ʃɔmɔʲe ehɐɟɐɾ,  ɐstʃo pʰɔncɐʃtɐ।"
647,ɟɪmun ʃɐmɪm pɐtoʷɐɾɪ ɟemne kʰɐɽo ɟɪmbɐbuɾ bolɐɾɾɐ bɐ͡ɪ̯ɾɐ͡ɪ̯t̪ɐɾbo।
648,"ɛktɐ bʱɐlo bɐɽɪ nɪle pɐɾe ɐmɾɐ, t̪omgoɾe nɪʲɐ ɟɐ͡ɪ̯t̪e pɐɾmu nɐ ɐmɪ?।"
649,"dɐkt̪ɐɾok d̪u͡ɪ̯ʃo-t̪ɪnʃo tɐkɐ d̪e͡o̯ʷɐ lɐgbe, oe̯ ʃɔb kɪlɪʲɐɾ koɾɪ d̪ece।"
650,t̪u͡ɪ̯ kɪ kɐnt̪ɐɾe ɛktɐbɐɾ bolot̪ɪ pɐɾɪʃ nɐ t̪oɾ ʃɐt̪ʰe ɐmɐɾ kɪ ʃɔmpoɾko?
651,e͡ɪ̯ɟe ɐgeɾɪ ɐcʰɪn ɛk kɐnɪ kʰet̪eɾ ɐɾ eɾpʰɔɾe ɐɾo bo͡ɪ̯ʃɐ͡ɪ̯kʰɐ d̪ɪn ɐ͡ɪ̯t̪ɐcʰe।
652,"t̪ɐ bɐɟɐɾeɾt̪e ɐ͡ɪ̯cʰɪ, ɐ͡ɪ̯ʃe ʃe cɐ͡ɪ̯lɪɾ guɽo d̪ɪʲe cɪt̪o͡ɪ̯ pɪtʰe bɐnɐ͡ɪ̯cʰɪ।"
653,"t̪oɾe pʰeɾend, hɔ͡u̯k,  o ɐmɐk ɟɐ͡ɪ̯ kɪcu koɾe koɾuk, ɪʲɛ koɾuk, ɟɐ͡u̯k।"
654,"met koɾs t̪o koɾcʰe, ɔ͡ɪ̯ pɾoʃɪkkʰɔn koɾs  koɾcʰe nɐ pʰɐʲɐɾ ʃɐɾbʱɪʃeɾ।"
655,oɾ oɾ ʃɐt̪ʰe ɐmɐɾ d̪ɪnɪɾ bɛlɐ ɪsɪ kɔt̪ʰɐ ho͡ɪ̯cʰelo eʃemeʃe kɔt̪ʰɐ o͡ɪ̯cʰelo।
656,ɪndɪʲɐn pleʲɐɾguloɾ mod̪d̪ʱe e͡ɪ̯ lɐhu ɾɐhulɾe͡ɪ̯ ɐmɐɾ kʰub bʱɐlo lɐge।
657,t̪oɾ bɐpe͡o̯ cɐe̯ nɐ ɟe ɐmɐɾ d̪u͡ɪ̯dɐ cʰele mod̪d̪e ɛktɐ cʰele bɐ͡ɪ̯ɾe ɟɐ͡ɪ̯k।
658,"d̪u͡ɪ̯tɐ ʃɪbʱɪt dʱukɐ͡ɪ̯ʲɐ t̪omɐk kʰɐ͡o̯ʷɐe̯ d̪ɪlɐm, ɟɐt̪e t̪umɪ tenʃɔn nɐ koɾo।"
659,"ʃe t̪o, mone koɾo, ʃe t̪o ɾɐɟɐɾ, ɾɐɟɐɾɐ t̪ʰɐkɐkɐlɪn ɾɐɟɐgoɾe puɟɐ pɐ।"
660,"huno, t̪ɐ͡ɪ̯le onu t̪ɐ͡ɪ̯le cummɪ ko͡ɪ̯ɾɐ d̪ɪʲɐ d̪ɐ d̪ɪbɐɾ ko͡ɪ̯n sɐ͡ɪ̯d d̪ɪʲɐ।"
661,e͡o̯n t̪el mɔʃlɐ kɔmɐe̯ d̪ɪcʰɪ।<> e ɐm et̪o ɐm ettɐ ɐm o cʰu͡ɪ̯ʲe d̪ekʰɪnɪ।
662,he͡ɪ̯ ɟɔleɾ cuŋgɪ ɟud̪ɪ e͡ɪ̯tuk ɾɐhe t̪ɐ͡ɪ̯le bɐɽɪ-gʱɔɾ <> ɔ͡ɪ̯ʲɐ ɟɐbo gɐ।
663,"huno, t̪ɐ͡ɪ̯le onu t̪ɐ͡ɪ̯le cummɪ ko͡ɪ̯ɾɐ d̪ɪʲɐ d̪ɐ d̪ɪbɐɾ ko͡ɪ̯n sɐ͡ɪ̯d d̪ɪʲɐ।"
664,"hen d̪ɐ kɔʲek ɟɐgɐ d̪ɪʲɐ mɐ͡ɪ̯k d̪ɐ dɐkt̪ɐcʰe ɟe, ʃɔbɐ͡ɪ̯ ɟɐt̪e ɛkʃɐt̪ʰe ɔe̯।"
665,"ɐɾe bɐlɪkʰolɐ, pʰɔɾe e͡ɪ̯cʰe bɐlɪkʰolɐt̪t̪e pʰɐɾ ɔ͡ɪ̯ʲɐ pʰɔɾe e͡ɪ̯cʰe mɪtʰɐmɪn।"
666,oɾ ʃɐt̪ʰe ɟɔt̪otɐ kɔt̪ʰɐ ho͡ɪ̯cʰe ɐmɐɾ ʃɐt̪ʰe t̪omɐɾ t̪ɔt̪otɐ kɔt̪ʰɐ konod̪ɪn ho͡ɪ̯ nɪ।
667,ɛkʃo tɐkɐ ɐ͡o̯lɐd̪ d̪ɪcʰe <> hɐ͡o̯lɐt̪ nɪʲɐ kɔt̪ʰɐ bolle tɐkɐ dɐbol xɔɾoc hɔe̯।
668,"e͡ɪ̯ɟe emmed̪ɐ e͡ɪ̯no luk-tuk nɐ͡ɪ̯, kʰɐ͡ɪ̯llɐ, t̪ʰɐhe kompɐnɪɾ mo͡ɪ̯d̪d̪e।"
669,ɐmɐɾ ʃot̪t̪ɪ kɔt̪ʰɐ bolt̪e kɪ ɐmɐɾ ɛkʰon e ɟɐgɐ ɐmɐɾ t̪ʰɐkt̪ɪ bʱɐllɐge nɐ।
670,"ɐge u͡ɪ̯ɟe dɔgɐbɪle, cɐmɐɽɐ pɐ͡ɪ̯cʰe mɔn <> ɐge pʰɔʃolɪ e͡ɪ̯cʰe d̪ɔʃ-bɐɾo mɔn।"
671,"oke pʰɐ͡ɪ̯n, ɐmɐd̪eɾ bɪʲɛ ho͡ɪ̯le ɐlmok kobu bole, bond̪u, eksɪdent।"
672,ɛkʃo tɐkɐ ɐ͡o̯lɐd̪ d̪ɪcʰe <> hɐ͡o̯lɐt̪ nɪʲɐ kɔt̪ʰɐ bolle tɐkɐ dɐbol xɔɾoc hɔe̯।
673,<> ɪ͡u̯tɪ͡u̯b cɛnel kʰulcʰe pe͡ɪ̯ɟ kʰulcʰe bʱɪdɪ͡o̯ koɾt̪ɐcʰe cʰɐɽcʰe d̪u͡ɪ̯ dɐ।
674,"buɟʱcʰo , e͡ɪ̯dɐɾ mod̪d̪ʱe ɐmɪ ɐcʰɪ, ɐɾɔmɐn ɐcʰe, pʰɐhɪm, eʃ em pʰɐhɪm ɐcʰe।"
675,"nɔʲon d̪ukɐne ɐɟke ɐbɐɾ bɪʃtɪ ho͡ɪ̯cʰe ɐmɐge enɪ bɪkel belɐ, d̪ukɐne।"
676,"<> ɪmɾɐ͡ɪ̯nnɐɾɐ bɐ͡ɪ̯t̪o ɟɐ͡ɪ̯lɐm ɛ͡ɪ̯le।d̪ɔɾkɐɾ  ɐcʰɪn, ɪmɾɐ͡ɪ̯nnɐɾɐ bɐ͡ɪ̯t̪o।"
677,t̪ɔe̯ o͡ɪ̯hent̪e ɐɾ kɔe̯ kopɪ bɐɾo kopɪ nɪʲe ɐʃt̪ɪ pɐɾlɪ ɛkʃo tɐhɐ d̪ɪʲe।
678,he͡ɪ̯ ɟɔleɾ cuŋgɪ ɟud̪ɪ e͡ɪ̯tuk ɾɐhe t̪ɐ͡ɪ̯le bɐɽɪ-gʱɔɾ <> ɔ͡ɪ̯ʲɐ ɟɐbo gɐ।
679,oɾɪɾ t̪ɪn ɛktɐ ɪʃɪ t̪umɐɾ d̪u͡ɪ̯ pɐʃe ɔccʰe t̪ɪn d̪u͡ɪ̯tɐn ettɐe̯ poɽbe।
680,"ʃe t̪o, mone koɾo, ʃe t̪o ɾɐɟɐɾ, ɾɐɟɐɾɐ t̪ʰɐkɐkɐlɪn ɾɐɟɐgoɾe puɟɐ pɐ।"
681,"unnot̪ɪ t̪o e͡ɪ̯cʰe ɾɐst̪ɐɾ unnot̪ɪ e͡ɪ̯cʰe, bɪd̪d̪ut̪ ɐ͡ɪ̯cʰe d̪u͡ɪ̯ bɔcʰoɾ e͡ɪ̯cʰe।"
682,"t̪oɾ ɟe mɐt̪ɐ pʰɐtɐ͡ɪ̯cʰɪlo, ʃetɐ, t̪oɾo t̪o mɐt̪ɐ pʰɐtɐcʰɪlo mone hɔe̯, nɐkɪ?।"
683,"mɐne et̪o meɟɐɟ kʰɐɾɐppo ho͡ɪ̯cʰe o t̪ɔɾko ko͡ɪ̯ɾe͡ɪ̯ ɟɐccʰe, ko͡ɪ̯ɾe͡ɪ̯ ɟɐccʰe।"
684,t̪ɐɾpɔɾe pɔʲʃɐ-koɽɪ olɪ t̪ɐpɔɾe ɟeʃumɐ buɟʱbɪnɪ ʃe ʃumɐ hɐt̪ d̪ɪʃ kene।
685,ʃekʰɐne ut̪pɐd̪on beʃɪ ɔe̯ ɐɾ e͡ɪ̯ t̪ɐpmɐt̪ɾɐɾ ɟonne ut̪pɐd̪on kɔm ɔ͡ɪ̯t̪ɐcʰe।
686,"ʃɔb ʃɪɟɔno͡ɪ̯ kɪnt̪u od̪eɾ pleʲɐɾgulɐ ʃɔb bɛtɪŋ, bolɪŋ bʱɐlo t̪ʰɐke।"
687,"ʃɔɾkɐɾɪ cɐkɾɪ ɔɾe t̪ɐ͡ɪ̯ ɟomɪ-ɟɐt̪ɪɾ bɛpɐɾe kɪccʰu boɟʱe nɐ, d̪ekʰcʰo?।"
688,"nɐ͡ɪ̯me kɪ hoɾcʰe, ʃuhɐneɾ ɟɛket ɐɾ helmet nɪʲɐ cʰobɪ t̪u͡ɪ̯lɐ pʰelcʰe।"
689,me͡ɪ̯n kɔt̪ʰɐ hoccʰe kɪ o͡ɪ̯ tɐ͡u̯t bɐtpɐɾɪ ko͡ɪ̯ɾe t̪o ɐɾ tɪhe t̪ɐhɐ ɟɐe̯ nɐ।
690,benuɾ bʱɪtɐmɪn kʰɐ͡ɐ̯t̪ɪ ɐ͡ɪ̯cʰelo?benuɾ mɐ͡ɪ̯ʲeɾe bʱɪtɐmɪn kʰɐ͡ɐ̯t̪ɪ ɐ͡ɪ̯cʰelo?।
691,"t̪ɐpʃ, t̪omɐɾ bɐpe bʱɐt̪ kʰɐbo kɪnt̪u cɐn ko͡ɪ̯ɾɐ puɟɐ d̪ɪʲɐ ɐ͡ɪ̯ʃɐ kʰɐbo।"
692,ʃekʰɐne ut̪pɐd̪on beʃɪ ɔe̯ ɐɾ e͡ɪ̯ t̪ɐpmɐt̪ɾɐɾ ɟonne ut̪pɐd̪on kɔm ɔ͡ɪ̯t̪ɐcʰe।
693,ɐmɪ ko͡ɪ̯cʰɪ ɐ͡ɪ̯ccɐ ɐ͡ɪ̯nne kʰulu͡ɪ̯n pʰɔɾe ɐmɪ ɐ͡ɪ̯ʲɐ <> ʃeʲɐɾ t̪ɐklɐm ne।
694,"t̪ɐpʃ, t̪omɐɾ bɐpe bʱɐt̪ kʰɐbo kɪnt̪u cɐn ko͡ɪ̯ɾɐ puɟɐ d̪ɪʲɐ ɐ͡ɪ̯ʃɐ kʰɐbo।"
695,"kɪnt̪u oɾɐ͡o̯ ɟud̪ɪl ɛktɐ poɽɪ ɟɐ͡ɪ̯t̪o, t̪ɐ͡ɪ̯le ɐmɐɾ hɪʃɐbe bʱɐlo ho͡ɪ̯t̪o।"
696,kɪ ɛktɐ <> ɛktɐ ɾestuɾent d̪ɪt̪e gele pʰonɾo-bɪʃ lɐkʰ teʲɐ lɐge।
697,"t̪ɐɾpɔɾ <> o͡ɪ̯glɐ moɾ pɐɾsonɐl, ot̪ɪ gobʱɪɾe colɪ geleɐ, ʃɔmoʃʃɐ nɐ͡ɪ̯।"
698,"ɐge u͡ɪ̯ɟe dɔgɐbɪle, cɐmɐɽɐ pɐ͡ɪ̯cʰe mɔn <> ɐge pʰɔʃolɪ e͡ɪ̯cʰe d̪ɔʃ-bɐɾo mɔn।"
699,"ɐmɐɾ kon bond̪ʱu bɐnd̪ʱob ko͡ɪ̯lɐm ɐmɐɾe ʃɐpʰoɾt koɾcʰe nɐ, e͡ɪ̯dɐ  ʃot̪t̪o!।"
700,"ɛkbɐɾe puɾɐnɐ ʃunbɪ, nɐ <> hɛ̃, k t̪u͡ɪ̯, t̪u͡ɪ̯ puɾɐnɐe̯ k d̪ekʰoŋ।"
701,kɐɾent co͡ɪ̯le gɪlɪ ɟɐt̪e mubʱɪ cɐlɐe̯ d̪ɪʲe ɐmɾɐ͡o̯ bo͡ɪ̯ʃe t̪ʰɐkt̪ɪ pʰɐɾɪ।
702,"ɐmɐɾ, ɐmɐɾ ɾum met ɾɐ͡ɪ̯nd̪ɐ d̪ɪcʰɪn ɪ kuʲɐ͡ɪ̯ mɐcʰeɾ t̪ɔɾkɐɾɪ buɟʱcʰocʰo?"
703,ɪʲɐɾ pʰɔɾe bɐnd̪ɐ o͡ɪ̯ ɟe ɟe͡ɪ̯ bɐnd̪ɐ eʃɔb bɐnd̪ɐ ko͡ɪ̯t̪e-ko͡ɪ̯t̪e pʰɔɾe nɐ।
704,t̪ɐ͡ɪ̯ ʃe d̪ɐd̪ɐɾ kɐcʰe ɟɐʲe ko͡ɪ̯cʰelo ɐmɐɾ kɛɾektɐɾ nɪʲe kɔt̪ɐ ko͡ɪ̯cʰe।
705,"pʰon d̪ɪlɪ t̪ʰɐhɪ bɛst̪o t̪ɐ bʱɐblɐm ɟe ɐ͡ɪ̯ɟke ettu pʰon d̪ɪ, kɔt̪ʰɐ ko͡ɪ̯।"
706,"bo͡ɪ̯ʃɐkʰɪ t̪o kɔbɐɾ pɐɾe ɟe, mɐ kɪ bɐbɐ ɐ͡ɪ̯ʃo t̪omɐɾ ɐ͡ɪ̯ʃɐ beɽɐe̯ ɟɐ͡o̯।"
707,"ɐmɐɾe he͡ɪ̯d̪uŋgɐ ko͡ɪ̯cʰe d̪e͡ɪ̯kʰɐ͡ɪ̯t̪ɐm gɪʲɐ, pʰɔɾed̪ɪʲɐ ɐmɪ d̪e͡ɪ̯kʰɐ͡ɪ̯cʰɪ।"
708,"ʃe ʃɔɾɐʃɾɪ ɛkd̪ɪn ɔɾponɐ mɐʃɪɾe kɔccʰe, t̪ot̪t̪o t̪ot̪t̪o kɔpʰɐl bʱɐlo।"
709,ʃɔnt̪ust ɔ͡ɪ̯ʲɐ ɟɐʲgɐ t̪ɐɾ ɐge ɔ͡ɪ̯bo nɐ।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।
710,"bo͡ɪ̯ʃɐkʰɪ t̪o kɔbɐɾ pɐɾe ɟe, mɐ kɪ bɐbɐ ɐ͡ɪ̯ʃo t̪omɐɾ ɐ͡ɪ̯ʃɐ beɽɐe̯ ɟɐ͡o̯।"
711,t̪ɐ͡ɪ̯le ɟud̪ɪ <> cʰɐ͡ɪ̯ɽɐ d̪ee̯ t̪o kɐ͡ɪ̯lkɐ nɐ poɽʃud̪ɪnkɐ ɐmɪ bɛt̪on pɐmu।
712,"d̪u͡ɪ̯de nɪʲe gecʰɪlɐm, d̪eɽdɐ kʰɐ͡o̯ʷɪcʰɪ, ɔɾd̪ʱek bɔɽo mɐmɐɾe kʰɐ͡o̯ʷɐ͡ɪ̯cʰɪ।"
713,"ʃokoɾbɐɾ, ʃokoɾbɐɾ t̪o pɔɾbe bɐɟɔt̪o ɟɪbone ɾɔmɟɐn ʃokɾobɐɾe pɔɾe nɐ͡ɪ̯।"
714,"ehɐɟɐɾ tehɐ ɾuɟeɾ d̪u͡ɪ̯dɐ kɐmlɐ gecʰe  e͡ɪ̯ kʰet̪ tɪ pʰuhɐ͡ɪ̯nne, ɐnɐe̯।"
715,ɟud̪ɪl ɔ͡ɪ̯le t̪o ɔ͡ɪ̯lo͡ɪ̯ ɟetuk nɐ ɔbo o͡ɪ̯dɐ goɾuɾe kʰɐ͡ɪ̯ʲɐ hɐlɐe̯ d̪ɪmu।
716,ɛmon kono bɔt̪ʃɔɾ nɐ͡ɪ̯ ɟe d̪u͡ɪ̯-cɐ͡ɪ̯ɾ lɐk tɛhɐɾ t̪ɔe̯-t̪ɔɾkɐɾɪ nɐ bẽce।
717,"d̪ɪne koɾt̪ɪ cɐ͡ɪ̯le pʰɾɪlensɪŋ nɐ, pʰɾɪlensɪŋ bɐd̪e͡o̯ ʃɔhoɟe koɾt̪ɐɾbɪ।"
718,"<> tehɐ t̪ɐlɐ mɐ͡ɪ̯ɾɐ t̪o͡ɪ̯cʰo, t̪o͡ɪ̯ʲɐ t̪e cʰɐbɪdɐ lɔ͡ɪ̯ʲɐ ɟeɾe ɐʲɐ pʰoɾɪcʰo,ɟɐ।"
719,"hɛ, ɐmɪ okʰɐne gecʰɪlɐm, ɐmɐɾ nɪɟeɾo pɐʃ-ʃɐt̪ʃo tɐkɐ xɔɾoc ho͡ɪ̯ce।"
720,"pɔɾe ɐmɪ ɐbɐɾ bʱɐ͡ɪ̯ʲeɾ ote ge͡ɪ̯lɐm, ɟɐʲɐ d̪u͡ɪ̯d̪ɪn pɔɾe bɐɽɪt̪o ɐ͡ɪ̯ʃlɐm।"
721,ɐmɪ t̪umɐɾe d̪ɛhɐ͡ɪ̯ d̪ɪkkʰɐ ɐmɐd̪eɾ d̪ɪkkʰɐɾ ʃɔmɔe̯ ɟet̪ɐ ɐcʰɪlo ɟe͡ɪ̯dɐ।
722,ɐɾ od̪ʱɪnɐʲok nɐ od̪ʱɪnɐʲok ɛ͡ɪ̯le heɾe embo͡ɪ̯ hee̯ nɪɟe͡ɪ̯ bɔl mɐɾe gɪʲɐ।
723,t̪ɐ͡ɪ̯le ɟud̪ɪ <> cʰɐ͡ɪ̯ɽɐ d̪ee̯ t̪o kɐ͡ɪ̯lkɐ nɐ poɽʃud̪ɪnkɐ ɐmɪ bɛt̪on pɐmu।
724,"ɐmne bʱuʲɐpuɾeɾ, gopɐlpuɾeɾ ɾɐst̪ɐɾ d̪ʱɐɾ d̪ɪʲɐ e͡ɪ̯ɟe nɔbogɾɐmeɾ pɔɾ।"
725,"<>
 t̪ɔhon, t̪umɐd̪eɾ ʃɐt̪ʰe ɟɔhon ,t̪umɾɐɾe ɟɔhon d̪ɪkkʰɐ d̪ɪcʰɪ tɪn t̪ɐlɐt̪?।"
726,"e͡ɪ̯ bɐl, cɪŋgel t̪u͡ɪ̯ cʰobɪ t̪u͡ɪ̯l <> t̪u͡ɪ̯lcɔcʰo nɐ ɟɪbonbo ʃɪŋgel cʰobɪ?।"
727,"t̪oɾ ɟod̪ɪ ɐmɐɾ kɔt̪ɐgule t̪oɾ bɪʃʃeʃ nɐ mone hɔe̯, hɐnɪpʰok t̪o cɪnɪʃ?।"
728,"nɐ, t̪omɐd̪eɾ d̪ʱɔɾme͡ɪ̯ , skɐ͡u̯t bɪʃɔʲe ʃɔb gɔɟol, skɐ͡u̯tɪŋ bɪʃɔʲe gɔɟol।"
