id,string
1078,t̪ɐ ɟɐnɪ nɐ o͡ɪ̯tɐ ɐɾ kɪ mɪʃʃe gechɪlo hɔe̯t̪o ɐmɾɐ chɪlo nɐ
1079,d̪ee̯ nɐ͡ɪ̯ bɐɽɐt̪ ɟɐhɐ otɐ ʃɔmoʃʃɐ nɐ͡ɪ̯
1080,t̪ɐɾpɔɾe ɟɪm cɐ bɐɽɐɾeɾ hɐm ɟɪm ɐmɐd̪eɾ kɪnt̪u keɾɐmmet ho pɔɽchɪlɐm ɛktɐt̪e
1081,pɔɽchɪlo pɐʃ e͡ɪ̯t
1082,t̪ɐɾpɔɾe e͡ɪ̯ cɛŋɽɐtɐ hɔjɐ gelo
1083,e͡o̯jeɾ ʃɐt̪e ɐmɐk bɦɐ͡ɪ̯ chɐɽɐ kɔt̪ɐ kɔe̯ nɐ
1084,ɛkhon ɟɪm bo͡ɪ̯neɾ bɪjtɐ ɐmɐɾe ot̪opɔɾot̪bɦɐt̪ bɐkchɪlo ebɔŋ t̪ɐɾ bo͡ɪ̯neɾ bɪjtɐ ɐmɪ khɐ͡ɪ̯chɪ
1085,ɛd ɟɪʃɪmeɾ bɪjɐtɐ͡o̯ khɐ͡ɪ̯t̪e cɐ͡ɪ̯
1086,khɐ͡ɪ̯chɪʃ t̪u͡ɪ̯ otɐ
1087,nɐ otɐt̪ ɐmɪ ɟɐ͡ɪ̯ nɐ͡ɪ̯
1088,oɾ d̪ɦɐmɪlɪt̪o ɟɐd̪eɾe bɪjɐ ho͡u̯k buɟɟɪʃ
1089,ɛkhon t̪o bɐʃɐ pɔɾoʃɪm ɐmɐd̪eɾ bɐʃɐ ɟɔkhon chɪlo oɾɐ hɐ͡ɪ̯ndɐd pɾɐʃent ɐmɐd̪ɐɾe chɐɽt̪ɐe̯ nɐ
1090,ɐɾ ɟɪʃɪmeɾ ɐbbɐ mone koɾ ɟe ɐmɐɾɐt̪ɐɾ khub bɦɐlobɐt̪o
1091,ɛkhono bɐʃe d̪ekhɐ ho͡ɪ̯le ɔnnoɾɔkom
1092,o͡ɪ̯ɟe ɪjɐ ʃɐɾɪɾ bɪjɐt̪ gelɐm nɐ
1093,t̪u͡ɪ̯ t̪o ge͡ɪ̯lɪ nɐ
1094,hɔe̯ ge͡ɪ̯cɪ t̪o ɐmɪ͡o̯ ge͡ɪ̯chɪlɐm nɐ
1095,t̪u͡ɪ̯ t̪o gelɪ ɐmɐɾ ʃɐt̪e ɾɐt̪e
1096,ʃɪʃt̪ɐɾ d̪ɪn t̪o ɟɐ͡ɪ̯n nɐ͡ɪ̯
1097,ɐmɪt̪o ʃɔbʃɐʃeɾ d̪ɪn ɐmɐɾ d̪ɐ͡o̯wɐt̪ chɪlo ɐɾek ɟɐgɐt̪
1098,ʃɔbʃɐt̪eɾ d̪ɪn ɟɔkhon ge͡ɪ̯lɐm ɟɪmeɾ bɐp nɪze pɔɾɪkɪk ɛmon ɐd̪ɐɾ koɾɪjɐ khɐ͡o̯wɐ͡ɪ̯che ɐmɐɾɪt̪ɐɾ
1099,mɐʃ pɐt̪t̪ɐt̪ ɟɐgɐe̯
1100,ɟɪʃɪmeɾ bɐp ɛkbɐɾ d̪ɪʃe ʃɐnɪn ɛkbɐɾ d̪ɪʃe nɪze ɐʃɪjɐ
1101,ɐmɐɾ kɔt̪ɐ kɪcu ko͡ɪ̯cɪl pɔɾe ʃɐɾɪn
1102,hɛ bɔlchɪlo
1103,ɐmɪ bolelɐm ɐmɪ bole ɟe d̪uʃt̪o oɾ bɐʃɐe̯ ɐbɐɾ bɪjeɾ ʃɔmɔt̪t̪hɐt̪t̪o pɐɾt̪eche nɐ o
1104,ɟɐj otɐ nɪjɐ kɪcu mone
1105,ɐmɪ kɔt̪ɐ bɪl nɐ͡ɪ̯ ɐɾ
1106,ɟɪnʃɐl ʃɐt̪e ʃɐt̪e ɐbɐɾ t̪ɐɾ d̪ɪce
1107,o d̪ɪnɐɾo chɪlo nɐ
1108,ho ɟɪnnɐl ɐmɪ d̪u͡ɪ̯ɟɔn mɪjɐ ɛk hɐɟɐɾ tɐkɐ d̪ɪcɪ
1109,o d̪ɦɐnʃɐl t̪u͡ɪ̯ ett hɔjɐ d̪ɪchɪʃ
1110,thɪke ɐce bɦɐloe̯ ho͡ɪ̯ce
1111,ɐɾ o͡ɪ̯jɐɾe ɐmɐɾ cɐ͡ɪ̯ɾtɐ bɪjɐɾ d̪ɐ͡o̯wɐt̪
1112,ɛkhon tɐkɐ t̪o ɐmɐk kuhɐ lɐgbe
1113,kɔt̪ɐtɐ boʃ
1114,ɐmɪ t̪o ɐɾ e͡ɪ̯ɾɔkom nɐ ɟe hɐ͡ɪ̯phɐ͡ɪ̯ nɐ ʃe͡ɪ̯d̪ɪn o͡ɪ̯ɟe pɾɪt̪ɪmeɾ bɪjt̪ɐt̪o ɔboʃʃo ɪjɐ dɐkchɪlo
1115,hɐ͡ɪ̯phɐ͡ɪ̯ t̪o ɐmɪ ɛktɐ cɐkɐɾ koɾɪ nɐ kɔt̪ɐtɐ buɟ
1116,ɐmɪ t̪o ɐɾ hɐ͡ɪ̯phɐ͡ɪ̯ bɦɪ͡ɪ̯pɪ cɐkɐɾɪ koɾɪ nɐ
1117,ɐmɪ ɛktɐ cɐkɐɾɪ koɾɪ ʃɔ͡ɪ̯nɪn pɐste cɐkɐɾɪ koɾɪ
1118,ɐmɐɾ ɟetɐ mone koɾ ɟe ɐmɪ pɐ͡ɪ̯ eɾmɐge cɔɽt̪e hɔe̯ phɪmɪtɪ d̪ɪt̪e hɔe̯
1119,d̪ɪjɐt̪hu͡ɪ̯jɐ mone koɾ ɟe cɔɽt̪e hɔe̯
1120,ebɐɾe ɔnek hɪʃʃ ɐche
1121,mɐɟɐɟɐɾe nɪɟe cɐɽɐɾ tɐkɐ t̪hɐke
1122,ɛmon koɾt̪e hɔe̯
1123,ɐst kɐmɐ͡ɪ̯ nɐ͡ɪ̯ nɐ
1124,nɐ bocchɪ ɐmɪ e͡ɪ̯llɐ pɐɾɪʃeɾ mɔt̪o tɐkɐ nɐ͡ɪ̯
1125,ɐmɪ e͡ɪ̯llɐ koɾle kɔɾɐ ɟɐe̯
1126,ɐmɪ e͡ɪ̯llɐ bɔnd̪u ɐʃɐ koɾɪ nɐ
1127,ʃed̪ɪn ɟe xoɾɐd̪ɐd̪ mɐɾɐ gelo t̪u͡ɪ̯ bole ote gechɪlo
1128,hɛ ɐmɪ okhone gechɪlɐm ɐmɐɾ nɪɟeɾo pɐʃʃɐt̪ʃo tɐkɐ xoɾʃɔt ho͡ɪ̯ce
1129,ote
1130,ohɐne
1131,kɛmone oɾɐ ge͡ɪ̯che
1132,kɔe̯ kɛmone ge͡ɪ̯ce lokɟɔn ɐʃt̪ote t̪oɾ elɐkɐɾ nɐ khɪlɪ t̪hubu
1133,oke t̪o hoktele t̪ɪntɐ gelɐm chɐt̪u etɐʃetɐ khɐ͡o̯wɐ͡ɪ̯lɐm
1134,ot̪ɐ bɐɾbɐɾ pɔɽɪ ɟɐe̯ bɐɾbɐɾ oɾ t̪o ʃeʃɪne nɐ͡ɪ̯
1135,ɐbɐɾ lokɟɔn ɐʃt̪eche hɛ
1136,ɐlɐkɐɾ lokɟɔn ɟɐɾɐ ɟɐɾɐ chɪlo ʃɔbɐ͡ɪ̯ ɐʃt̪eche t̪ɐkɐɾe kɪ nɐ khɪlɪjɐ t̪u͡ɪ̯ ɪjɛ koɾbɪ
1137,ɛkhon d̪ekhɐ ho͡ɪ̯leɾɐ etɐʃetɐ khɐ͡ɪ̯lɐm
1138,nɐ ʃɪhɐb ɐmɐk ko͡ɪ̯lo kɔe̯ ɐmɪ ɾɪŋmu ɟɐhd̪ t̪ɪnɟɔn ɐcɪ ete
1139,ɟɐhɐd̪o ɟɪnt̪ɪʃ koɾɪʃ ʃɪhɐbeɾo tɐkɐ mɛtɐmutɪ koɾc ho͡ɪ̯ce
1140,okhone t̪hɐkt̪e gele t̪o d̪uʃe ɐmɾɐ nɐ khɐjɐ buɟɟɪʃ
1141,kɪ ɔbost̪ɐ
1142,d̪u͡u̯ɽɐd̪uɽɪɾ ɐpɔɾ ɛkhon lɐkɐɾ ɛktɐ lok ʃetɐ t̪o mɐt̪hɐe̯ ɾɐkht̪e hɔbe
1143,ɛkhon o bɐd̪e ɔnno lok ho͡ɪ̯lɔ͡o̯ ʃem gɦɔtnɐ
1144,khɐlɪ o bulɪ nɐ
1145,e͡ɪ̯ hocche bɪʃ
1146,moʃɪ͡u̯ɾ ɐce nɐ moʃɪ͡u̯ɾ ɐce nɐ mɪʃɪ͡u̯ɾe cɪnɪʃ nɐ
1147,mɐzetɐ koɾɪ mɔʃɪ͡u̯ɾ
1148,ho ɐmɪ cɪnɪ
1149,mɔʃɪ͡u̯ɾ t̪o bɐ͡ɪ̯j ɾɐ͡ɪ̯dɐɾ o͡ɪ̯ ʃed̪ɪn o͡ɪ̯ ɪkkɐm bɐd̪ d̪eche
1150,bɐd̪d̪ɪ d̪ɪjɐ mone koɾ ɟe ɐmɐk ɐmɐk ɐmɐk ɐ͡ɪ̯kɐ ɟe nɪɟe ɪnɪ ɐʃɐɾ pɔɾ oɾo ɛk hɐɟɐɾ tɐkɐ ge͡ɪ̯ce
1151,o͡ɪ̯͡o̯ t̪o o͡ɪ̯d̪ɪn ɪkɐme koɾe nɐ͡ɪ̯ ulɐ ɛk hɐɟɐɾ tɐkɐ ge͡ɪ̯ce
1152,kɔe̯ kɛ
1153,ɟe͡ɪ̯ ʃɔmoʃt̪o lok ɐce ʃɔbɐ͡ɪ̯ gɐɾem ɟɐjɐ bɦɐt̪tɐt̪ khɐ͡o̯wɐ͡ɪ̯ce ɛtɐ͡o̯tɐ khɐ͡o̯wɐ͡ɪ̯ce
1154,buɟcɪʃ
1155,t̪ɐɾpɔɾ ɐbɐɾ goɽɪɾ mod̪d̪d̪e pɐnɪɾ boɾtɐt tɐʃetɐ ɟɐ lɐge nɪjɐ d̪ece
1156,dɐkt̪ɐɾokogo d̪u͡ɪ̯ʃɪt̪ɪʃʃo tɐkɐ d̪e͡o̯wɐ lɐgbe ɟe ʃɔb kɪlɪjɐɾ koɾɪ d̪ɛce
1157,otɐ ɐge ke͡u̯ pɐ͡ɪ̯le bɐ pɐ͡ɪ̯be konod̪ɪn ʃɔbɦɔbo
1158,e͡ɪ̯ ɟɪnɪʃgulɐ buɟt̪e hɔbe
1159,ellɐ mɔʃɪ͡u̯ɾ bɦɐ͡ɪ̯ t̪ɐ͡ɪ̯le ɔnek heʃt koɾce
1160,t̪ɐ heʃt koɾe nɐ͡ɪ̯
1161,muʃɐd̪ɪn muʃɐd̪ɪn ɟe nɪze ge͡ɪ̯ce muʃɐd̪ɪn ɟe nɪɟe ge͡ɪ̯ce muʃɐd̪ɪn ɟe nɪɟe t̪hɐkɪ d̪ekce oɾɐ ke ke heʃt koɾce
1162,hɛ ɟe ɛtɐ bɦɐlo kobɐɾ pɐ͡ɪ̯be
1163,ɟe ujɛɾ lɐ͡ɪ̯phe ujɛɾ pɐʃe ɐmɾɐ e͡ɪ̯ kɔjɟɔn lɔm chɐɽɐ oɾ pɐʃe ɐɾ ke͡u̯ chɪlo nɐ
1164,muʃɐnɪn ɛtɐ bɦɐlo koɾɪ ɟɐne ujɐɾ bɐpe͡o̯ ɟɐne
1165,ɛktɐlɪʃ d̪u͡ɪ̯tɐ ɐmɪ͡ɪ̯ bɦɐɽɐ koɾɪ d̪ɪcɪ ɐmɪ ɾɪŋmu bɦɐɽɐ koɾɪ d̪ɪcɪ
1166,ɟɐ͡o̯wɐɾ ʃɔmɔe̯ ge͡ɪ̯che t̪eʃɪʃ hɐɟɐɾ tɐkɐ d̪ɪjɐ ɐʃɐɾ ʃɔmɔe̯ ɐʃce cɔbbɪʃ hɐɟɐɾ tɐkɐ d̪ɪjɐ d̪u͡ɪ̯tɐe̯
1167,dɪpɔɾɔb bɦɐɽɐ koɾɪ d̪ɪcɪ
1168,ʃunɪ d̪ekɪʃ ɪjɐ ʃɪhɐbeɾ kɐce
1169,o mɐne t̪u͡ɪ̯ ɐʃɐɾ ʃɔʃɪʃ bɦɐɽɐ koɾɪ d̪ɪcɪʃ
1170,ɐʃɐɾ ʃɔʃʃɪn bɦɐɽɐ koɾɪ d̪ɪcɪ
1171,mɐne o͡ɪ̯khɐn t̪hɐkɪ bɦɐɽɐ koɾɪ d̪ɪcɪʃ
1172,okhon t̪hɐkɪ bɦɐɽɐ koɾɪ d̪ɪcɪ
1173,d̪ɪjɐ lɐʃ dɦukɐ͡ɪ̯ d̪ɪjɐ
1174,t̪ɐ eɾɐ ɐbɐɾ phɔ͡ɪ̯ltɐ t̪hu͡ɪ̯ce ɛktɐlɪʃeɾ bɦɪt̪eɾe mot kɔe̯ nɐ͡ɪ̯
1175,phɪɾ e͡ɪ̯ phɐ͡ɪ̯l xoʃt̪e ɐbɐɾ d̪eɾɪ hɔjɐ ge͡ɪ̯ce ɔnekʃon
1176,pɔɾe t̪o ɟɐhed̪ kɛ͡u̯ hɔe̯t̪o bɦɐɽe ɾɐkhɪ d̪ɪce hɔe̯t̪o goɽɪɾ dɐ͡ɪ̯ɾɐ͡ɪ̯ɾ nɐ͡ɪ̯le
1177,phɐ͡ɪ̯l chɐɽɐ t̪o lɐʃ nɐmt̪e pɐbe nɐ
1178,kɐgɟpɐt̪ɪ dɛkɪl nɐ d̪ekhɪ lɐʃ nɐmɐ͡ɪ̯t̪e d̪ɪbe
1179,pɔɾe ɐbɐɾ phɐ͡ɪ̯l d̪ɪjɐ lɐʃ nɐmchɐl
1180,lɐʃ t̪ulɪ d̪ɪcɪ ed̪eɾ ɐmɪnʃɔɟonnok uthɐe̯ d̪ɪcɪ d̪ɪjɐ ɛkbɐɾe ɟɦumɔt̪hɐbɦɐmɐɾe ɟɐjd̪ɦɐb ed̪ɪjɐ ɛkbɐɾe ɟɦumɔmɔjd̪ɦɐm ɟɐjd̪e d̪ɪlɐm ɐmɪ ɾuhul bɦɐ͡
1181,mɔʃɪ͡u̯ɾ bɐbɐbɐl mɐmɐ ɾɐɾɪɾ bɦɐ͡ɪ̯ hɐm buɟɟɪʃ
1182,ɐɾ ho͡ɪ̯lo ɪjɛ mɪthu bɦɐ͡ɪ̯jeɾ cɐcɐ pɾɪʃt̪et̪o ɟetɐ cɐkɐɾ koɾe nɪjɐ
1183,ɐɾ ho͡ɪ̯lo ʃund̪ɔɟ bɦɐ͡ɪ̯ bɐbɪ bɦɐ͡ɪ̯jeɾ chɔɽbɦɐ͡ɪ̯
1184,ʃɔɟon bɦɐ͡ɪ̯ ɐmɾɐ e͡ɪ̯ kɔjɟɔn chɐlɪ ebɔŋ ɐmɾɐ okhone ɐbɐɾ ɾuhul bɦɐ͡ɪ̯ ɐʃɪjɐ phɪɾ nɐst̪ɐ ɛkpet khɐ͡o̯wɐ͡ɪ̯lo kekomek cɐtɐ ɛtɐʃetɐ khɐ͡o̯wɐ͡ɪ̯lo
1185,pɔɾe o͡ɪ̯d̪ɪn t̪ɪncɐ͡ɪ̯ɾʃo tɐkɐɾ mɔt̪o bɪl d̪ɪjɐ bɪd̪e nɪjɐ cɔɽɪ gelo
1186,pɔɾe ɐmɪ ɐbɐɾ bɦɐ͡ɪ̯jeɾ ote ge͡ɪ̯lɐm ɟɐjɐ d̪u͡ɪ̯d̪ɪn pɔɾe bɐɽɪt̪o ɐhɪn
1187,o t̪u͡ɪ̯ ɐbɐɾ ɟɐjɐ ɐchul ote
1188,ɾuhul bɦɐ͡ɪ̯ t̪o ʃɔlɐt̪ɐn t̪hɐke nɐ
1189,nɐ ɾuhul bɦɐ͡ɪ̯ t̪hɐke t̪ɐɾmɔd̪d̪ɦɪt̪o
1190,t̪ɐɾmɔjtɪ
1191,ɔt̪hɐkɪ o
1192,ɟod̪ɪ͡o̯ ɛkhon ɪɟɪlɪ d̪ekhɐ ɟɐcche kɪnt̪u ɛtɐ ɐmɐd̪eɾ ʃund̪ɪʃɐn
1193,ɛktɐ mɛmɾebo mɐth
1194,kɐɾon ekhon ekhone ɐmɾɐ chɪlɐm ɔnek d̪ɪn pɐɾɐt̪ɐɾe ɐmɾɐ ɔnek bɔʃe ʃut̪e khelt̪ɐm
1195,ʃe͡ɪ̯tɐe̯ ʃɔmoʃʃɐ nɐ͡ɪ̯
1196,t̪u͡ɪ̯ t̪o ɐcɪʃ nɐ
1197,ɪd̪ bɔɾt̪ɐt̪ t̪ɐɾe ɐcɪʃ mone hɔe̯ nɐkɪ
1198,nɐ bɦɐmɪ t̪ɐ͡ɪ̯le
1199,ɐmɪ t̪o e͡ɪ̯ mɐʃtɐ ʃɔʃ ho͡ɪ̯lɔ͡ɪ̯ cɔle ɟɐbo
1200,e͡ɪ̯ mɐʃtɐ ʃɔʃ ho͡ɪ̯le
1201,gɔɾom
1202,t̪ɐ͡ɪ̯le pɐcchojd̪ɪn ɐcɪʃ ɐɾ
1203,ho͡u̯k d̪ekɐ ho͡ɪ̯be ʃɔmoʃʃɐ nɐ͡ɪ̯
1204,ɐɾ ʃɔmɐe̯ pɐ͡ɪ̯le ɟod̪ɪ ʃɔmɐe̯ hɔe̯ t̪o ɐʃɪʃ
1205,t̪o okhone t̪o ɟe mɐɾɐ geche ɐmɾɐ kɪnt̪u chobɪ t̪ulɪjɐ ʃɐt̪e ʃɐt̪e pɐst d̪ɪt̪e pɐɾt̪ɐm
1206,kɪnt̪u ɐmɾɐ d̪e͡ɪ̯ nɐ͡ɪ̯ otɐ khɐɾɐp d̪ekhɐe̯
1207,ɐmɪ d̪ekht̪e ɟɐ͡ɪ̯ moɾɐɾ d̪u͡ɪ̯d̪ɪn pɔɾe ɐmɪ chobɪ t̪ulɪ nɐ͡ɪ̯
1208,ɐmɐɾ bɪʃke bɐɽce e͡ɪ̯ tɐ͡ɪ̯me mɐnuʃeɾ kɐnnɐndɐtɪ ɐɾ ɐmɪ chobɪ t̪ulɪ pɐst d̪ebo
1209,e͡ɪ̯tɐ͡o̯ ɔneke ɐmɐk ʃɪhɐb phɔn koɾɪ ko͡ɪ̯lo ɟe eɾɔkom mɐɾɐ gelo kɐ͡u̯ke kɪc kɔ͡o̯wɐɾ d̪ɔɾkɐɾ nɐ͡ɪ̯ ɛtɐ ɐmɾɐ chobɪ t̪ulɪ nɐ͡ɪ̯
1210,ʃɪhɐb ɛtɐ ɐmɾɐ okhonɪ͡ɪ̯ beɾen koɾcɪ ho ote ʃɪhɐb ɟɐhd̪ t̪ɪnɟɐne chɪle
1211,o͡ɪ̯d̪ɦon t̪hɐkɪ o͡ɪ̯ɟont̪e o͡ɪ̯bɦɐbe ko͡ɪ̯le ɐmɐkɐ
1212,pɾot̪t̪ektɐ ɟɪnɪʃ buɟt̪e hɔbe hɔe̯ ʃe ɐmɐɾ ʃɐt̪e ʃe ɔnek kɪcu lok chɪlo ɐɾ lok hɪʃʃe ɐmɪ ɟɔt̪o khɐɾɐp d̪ekhɪ nɐ͡ɪ̯ t̪ɐk
1213,ɐbbɐ͡ɪ̯ thɪk koɾche
1214,e͡ɪ̯d̪ɐt̪o ɐɾo gɐch lɐ͡ɪ̯lke ɔ͡ɪ̯lo ɔ͡ɪ̯le
1215,mɐnt̪ɐ͡ɪ̯
1216,e͡ɪ̯bɐɾ bɐɽ d̪ɪchoʃ nɐ bɐɽɪɾ ʃɐmone
1217,bɐ͡ɪ̯ɾ bɐɽɪɾ ʃɐmone
1218,d̪e͡o̯wɐ ɐche e͡ɪ̯ e͡o̯ lɐgɐ͡ɪ̯che d̪uŋgul
1219,d̪ɦuthul
1220,ɔhon d̪ɐm beʃɪ d̪ɦuɽɪleɾ
1221,ɐɾ kɔjd̪ɪn phɔɾe d̪ɐm kɔbo monoe̯
1222,d̪ɐm kɔt̪o nɐ
1223,e͡ɪ̯ gɐchɪ t̪oɾɐ bo͡ɪ̯kkɐ nɐ ɾɐnɐɾɐ bo͡ɪ̯k
1224,ɾɐnɐɾɐ bɔndk
1225,ɾɐnɐ bɔndko e͡ɪ̯dɐ
1226,ɐɾ e͡ɪ̯ ɐm gɐch
1227,e͡ɪ̯ ɐm gɐcho ɾɐnɐɾɐ bo͡ɪ̯dɦho
1228,ɐɾ ho͡ɪ̯ ho͡ɪ̯dɐ kɐɾ
1229,he͡ɪ̯dɐ ɾɐnɐ bɔndɦho
1230,t̪oɾɐ ɔ͡ɪ̯che ɪjɐ bɪɾo͡ɪ̯ŋgeɾ ho͡ɪ̯ʃt̪ɐ͡ɪ̯n t̪oɾɐɾ nɐ
1231,o eɾ lɐ͡ɪ̯ggɐ͡ɪ̯ t̪o bɦɐ͡ɪ̯ eɾ kɪ ɔbost̪hɐ
1232,bɦɐlo͡ɪ̯
1233,kon d̪ɔɾo t̪hɐhe
1234,mɐɾd̪ɪn
1235,mɐɾd̪ɪn t̪hɐhe
1236,t̪hɐhe
1237,ɔhon hɔɾ koʃlɪnɪ ɐlɐd̪ɐ ɛktɐ
1238,bɦɐ͡ɪ̯ eɾ konoʃɪ ɐɾektɐ nɐ
1239,bɔt̪on kemun d̪ee̯
1240,bejɐt̪ e͡ɪ̯ t̪ɪɾɪʃcɔlɪʃ
1241,mɐʃɐllɐh e͡ɪ̯dɐ bɦɐlɐ
1242,t̪ɪɾɪʃ cɔlɐ͡ɪ̯l hɐɟɐɾ beʃt̪o kɪnt̪u bɐlɐ
1243,e͡ɪ̯ ʃu͡u̯d̪ɪ ɟɐɾɐ geche eɾɐɾ kɪnt̪u t̪ɪɾɪʃ cɔlɐ͡ɪ̯lɐʃ hɐɟɐɾ d̪ɪjɐ cɐɽɪn ɔjɐ ɟɐjgɐ
1244,keɾ kɐɟ koɾe
1245,kɐɟ koɾe t̪omɐɾ e͡ɪ̯ kɐphɔɾ owɐʃ koɾe
1246,kɐphɔɾ owɐʃ e͡ɪ̯dɐ t̪o bɐlɐ
1247,owɐʃɪŋ
1248,owɐʃɪŋ owɐʃɪŋ
1249,ɟet̪ɐ kɔt̪od̪ɪjɐ kɪchɪlɐ͡ɪ̯l
1250,ɟet̪ɐ kɪnt̪ɐmɪ t̪omɐɾ e͡ɪ̯ d̪eɽʃo tehɐ d̪ejɐ
1251,d̪eɽʃo tehɐ d̪ejɐ
1252,d̪ɐm beʃɪ nɪchegɐ nɐ
1253,ɐmɐɾtɪ kɪnchɪ ɛkʃo e͡ɪ̯ɟe e͡ɪ̯ ɛkʃo tehɐ d̪ejɐ
1254,kɐlɐ ɟet̪ɐ ɛkʃo tehɐ
1255,ɛkʃo tehɐ
1256,edɪ thɪkɐche
1257,ɐɟo͡ɪ̯ pɔt̪om
1258,ɪjɐ kɪnt̪ɪ t̪o cɐ͡ɪ̯ɾ mɐʃ ɔ͡ɪ̯jɐ ɟɐ͡ɪ̯t̪ɐchegɐ
1259,mɛgeɾ lɐ͡ɪ̯gɐ ɔpheʃt̪
1260,kɐlhɐ o mɛg ɐ͡ɪ̯lonɐ
1261,eɾ ɐgeɾ d̪ɪnɔ͡o̯ t̪umɐn ɔ͡ɪ̯che
1262,bɪʃtɪ ɐ͡ɪ̯je nɐ
1263,bɪstɪ mɛg ɐ͡ɪ̯t̪eche nɐ
1264,mɛɟ nɪ kɔbe ɐ͡ɪ̯je
1265,bɦɐ͡ɪ̯ ɐ͡ɪ̯nneɟe ʃu͡u̯d̪ɪ ɐɾɔbɟe ɐchɪlɐ͡o̯ e͡o̯ e͡ɪ̯bɐ mɛg ɐ͡ɪ̯che
1266,ho mɛg ɐ͡ɪ̯che ho͡ɪ̯ d̪eʃo͡o̯ mɛg ɐ͡ɪ̯che
1267,bɦɪɟchu͡ɪ̯n nɐ
1268,nɐh mɛgbo bɦɪɟchɪ nɐ
1269,e͡ɪ̯ɟe ɟɔɾ ɐ͡ɪ̯bo bɪɟɟɪ nɐ
1270,ɟɔɾ ɐ͡ɪ̯bo d̪e͡ɪ̯nd̪ɦɐ bɦɪɟu͡ɪ̯n nɐ
1271,ʃo ʃu͡u̯d̪ɪ kɪ phɐnɪɾ bule ɔbost̪hɐ
1272,nɐ phɐnɪɾ ɔbost̪hɐ nɐ͡ɪ̯
1273,phɐnɪɾ ɔbost̪hɐ nɐ͡ɪ̯
1274,khɐbɐɾeɾ phɐnɪ bɐ e͡o̯ eɾ phɐnɪɾ buɾu ɔbost̪ɐ
1275,phɐnɪ t̪umɐɾ e͡ɪ̯ kɪ͡ɪ̯nnɐ kɐ͡o̯n lɐge
1276,kɪnnɐ kɐ͡o̯n lɐge
1277,phɐnɪɾ kɪ d̪ɐm beʃɪ
1278,ɐ͡ɪ̯ccɐ ho͡ɪ̯ d̪eʃo kɪ phɐnɪɾ ʃɐgɐɾt̪e phɐnɪ t̪ule nɐ
1279,nɐ tɪ͡u̯bɦɐ͡ɪ̯l ɐche
1280,e͡ɪ̯dɐ ko͡ɪ̯t̪ɐɾlɐm nɐ
1281,kɔe̯ nɔlɪph bɐ e͡o̯jeɾ mo͡ɪ̯d̪d̪e
1282,ʃu͡u̯d̪ɪ ɐɾbo͡ɪ̯ ɐmɪ d̪ekchɪ ɟe buth̪ul ɐche nɐ
1283,buth̪ulkeɾ muheɾ mo͡ɪ̯d̪d̪e kɪ lɐgɐ
1284,ɪjɐ e͡ɪ̯ ɟe kɔʃtɪp nɐnɪt̪ɐ
1285,kɔʃtɪp lɐgɐ
1286,kɔʃtɪp nɐ kɪ lɐgɐ
1287,e͡ɪ̯ ɪjɐ lɐgɐ kɪ nɐ kɔe̯ chɐp
1288,chɐp lɐgɐjɐ phɔɾe d̪e
1289,bɔɾ ɐmɪ d̪ekchɪ pɔt̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪t̪ɐ ɟɪnɪʃ eɾ mɐ͡ɪ̯d̪d̪e ɐɾboɾ mɐ͡ɪ̯d̪d̪e ɪjɐɾ lɐ͡ɪ̯ ɪjɐ kɪ nɐ kɔ
1290,e͡ɪ̯dɐ bɛbʃɪ e͡ɪ̯dɐ bɛbʃɪ phɪcheɾtɐ bɛbʃɪ
1291,phɪcheɾtɐ bɪʃt̪ɪ
1292,bɪd̪ɪʃɪ buɟɐ ɟɐe̯ nɐ
1293,bɔɽo gɐɽɪ kɪnce
1294,sɪmeɾ d̪u d̪elce
1295,ʃɪmeɾ
1296,bɪhɐle kɪ goɾu͡ɪ̯n nɐ nɐ bɐ͡ɪ̯t̪e t̪ɐhu͡ɪ̯n
1297,guɾɪ
1298,e͡ɪ̯t̪ɐ he͡ɪ̯t̪ɐjɐ guɾɪ
1299,bɐ͡ɪ̯t̪e t̪ɐhɪ
1300,ɔhon bɪd̪eɾ kɪ pɐn ɐche ɟɐ͡ɪ̯͡ɪ̯jɐn ɐbɐɾ
1301,ho pɐn t̪o ɐche͡ɪ̯
1302,kɔmun d̪eʃ
1303,d̪ubɐ͡ɪ̯
1304,d̪ubɐ͡ɪ̯ ɐmɐɾ kɐkɐɾɐ t̪ɐhe
1305,ɛkbɐɾe ɐjɐ phɔɾche
1306,ɟɪgɐ͡ɪ̯n helɐɾe ɟɪgɐ͡ɪ̯n
1307,ne͡o̯ ko͡ɪ̯t̪ɐche bule e͡ɪ̯ e͡ɪ̯dɪ kɪ kɔe̯
1308,ɐmɐɾe ko͡ɪ̯t̪ɐ nɐ ɐmɐɾe ɟe͡ɪ̯ hɛʃ he͡ɪ̯t̪o
1309,ɐmɐɾ khet̪ e͡ɪ̯ boɾɐbɐɾe͡ɪ̯
1310,ɟɪgɐe̯ lo͡ɪ̯jo
